01;597341
02;540508
03;342908
04;160149
05;136971
06;1078729
07;315090
08;283250
09;152038
10;303327
11;356467
12;276805
13;1972018
14;683105
15;148162
16;351577
17;622323
18;311257
19;243551
2A;143600
2B;166093
21;524358
22;591641
23;123029
24;414149
25;527770
26;484715
27;586543
28;428933
29;897628
30;709700
31;1243641
32;188159
33;1449245
34;1044558
35;988140
36;231176
37;590515
38;1206374
39;261534
40;384320
41;330079
42;748947
43;224006
44;1282052
45;656105
46;174578
47;331123
48;77082
49;784810
50;498747
51;565307
52;184039
53;306337
54;732207
55;193923
56;721657
57;1045066
58;219584
59;2576770
60;803595
61;291642
62;1461387
63;632311
64;653515
65;229458
66;448543
67;1095905
68;749782
69;1725177
70;239548
71;555663
72;563518
73;414959
74;738088
75;2243833
76;1250411
77;1324865
78;1408765
79;369270
80;570741
81;375379
82;241698
83;1008183
84;543105
85;634778
86;427193
87;376191
88;379724
89;342510
90;142911
91;1215340
92;1572490
93;1522048
94;1327732
95;1171161
971;403355
972;394173
973;229040
974;821136
