day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;2.3159627895538644;1.3118681153059213;1.379443532478998;2.145801050522886
62;2.0702465780280455;0.8983942528590808;0.9196290216526654;1.2261720288702205
63;2.29329720193173;0.7377983005671656;1.685986539696553;2.145801050522886
64;2.2594902434153177;1.2210026318977196;1.072900525261443;1.5327150360877755
65;2.3568128109529094;0.7345853961170155;1.8392580433053307;2.145801050522886
66;1.9722374593259564;0.9047113474982927;1.5327150360877755;1.8392580433053307
67;2.024296635337092;0.7209860410302543;1.685986539696553;2.145801050522886
68;1.9250686380701456;0.5564405231904039;1.685986539696553;1.685986539696553
69;2.1815300752576494;0.7890232703715303;1.685986539696553;1.8392580433053307
70;2.2748144859762727;1.0443401802092476;1.8392580433053307;1.9925295469141082
71;1.892618279618277;0.8440743338808613;1.685986539696553;1.8392580433053307
72;2.270048606144503;0.6469578434850524;0.7663575180438877;0.9196290216526654
73;2.072209054237042;0.8569274489104564;2.145801050522886;2.2990725541316634
74;2.002256376190031;0.6158080551280851;1.685986539696553;1.8392580433053307
75;2.0820794774003106;0.6839621192459988;2.452344057740441;2.452344057740441
76;2.2076522693023604;0.6705831045021642;0.9196290216526654;0.9196290216526654
77;2.2863208542681877;0.5868450801163407;1.9925295469141082;0.0
78;2.204579054145896;0.7923825779183256;1.8392580433053307;0.0
79;1.8743508445379355;0.7286704322627173;1.685986539696553;0.0
80;2.159940487905917;0.772247131426863;0.4598145108263327;0.0
81;1.965723377954024;0.8745768758257119;0.0;0.0
82;2.2808911050195038;0.942681408740962;0.0;0.0
83;2.2202485146030115;0.9508129369241606;0.0;0.0
84;2.0156983374919504;0.9635372626507102;0.0;0.0
85;2.2602618713745146;0.9136372129900322;0.0;0.0
86;2.3220392730073267;1.0588866403099955;0.0;0.0
87;2.060328927822846;0.7271905414897695;0.0;0.0
88;2.0757409880854185;0.861299548318653;0.0;0.0
89;1.8902110745129515;0.6833657230248333;0.0;0.0
90;2.228908628927592;0.8627490315788473;0.0;0.0
